Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24)
1.1270600611417735e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522514963850876,0.11861482557553245,0.022820763559855975,5.589577879855069e-22,3.92074649902589e-15,4.736900287457209e-10,8.215331689228836e-14,3.420001107615005e-15,7.4825333936101e-32,9.94767491333914e-07,3.6957334506757374e-29,9.931065811169544e-07,1.883661515582119e-20,1.7369541965577368e-19,1.4100835747660312e-24,9.266387471492322e-26,1.707450322768762e-11,3.481651589066891e-21,5.4139040835698604e-05,1.6082213381240795e-06,2.651174817867198e-08,1.2136830937831332e-13,5.348465247420496e-12,2.4747680415760634e-10,1.2808938274620345e-18,1.1341939895191774e-13,7.415448195853364e-13,6.389290155278972e-09,1.3927673561684813e-15,2.008263974759984e-13,3.04499791564884e-12,4.224744032718549e-21,2.270360881529089e-19,1.7078229477936114e-11,2.3588357015207763e-23,1.9916660343874782e-25,5.609866280337643e-25,2.792446660427674e-19,1.0007447767322634e-27,1.717993103663575e-24,5.947087973878483e-22
1.201408047527084e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522478295970504,0.11861120114693606,0.022820710520903176,7.514686232114728e-22,4.747038401276154e-15,5.381703719408742e-10,1.0014330067625765e-13,4.142318817812446e-15,1.0624734358711586e-31,1.0603893454695979e-06,5.375788777989287e-29,1.0585049835886888e-06,2.4081820842604062e-20,2.2423672686087284e-19,1.8825235294547905e-24,1.2054326326716687e-25,1.9400133737837327e-11,4.282237338080187e-21,5.769739199158984e-05,1.714293817544081e-06,2.8420901786720984e-08,1.3308550647386138e-13,5.7210141327445104e-12,2.4864598592520846e-10,1.4260505935284257e-18,1.139552385532407e-13,7.4747351236181e-13,6.843101021874717e-09,1.5912927194285113e-15,2.429689026526364e-13,3.252660138949307e-12,4.9479917940344355e-21,2.7905010125819405e-19,1.9402942956666943e-11,2.889658339931009e-23,2.592216232200289e-25,6.652689887709937e-25,3.5997414491513283e-19,1.2308893119282572e-27,2.2357829585164736e-24,7.466426211657488e-22
1.2757560339123944e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224416439960596,0.11860757832111751,0.02282065748278525,9.912724145337033e-22,5.681911355887628e-15,6.067548531038277e-10,1.2061037546851052e-13,4.959780336123867e-15,1.4777724728613434e-31,1.1260112761842004e-06,7.64188241379534e-29,1.123889408366663e-06,3.0320913828096286e-20,2.8507845367177467e-19,2.471273240570589e-24,1.5431117298269253e-25,2.1874020355794575e-11,5.251776880025687e-21,6.125413815752399e-05,1.8203643278503597e-06,3.034428292308487e-08,1.452897877285366e-13,6.0935617237386694e-12,2.498151674974267e-10,1.580658256262182e-18,1.1449107807450976e-13,7.535920504379248e-13,7.299044571742946e-09,1.8035650904797055e-15,2.9059129975973207e-13,3.4603192486799622e-12,5.82399554636924e-21,3.385467548503918e-19,2.1875693141063683e-11,3.4973270517847034e-23,3.320025453858815e-25,7.877201404941516e-25,4.56977029676185e-19,1.5096231386793936e-27,2.862755513725403e-24,9.236011894908157e-22
1.3501040202977048e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522405007920322,0.11860395709735283,0.022820604445501835,1.2858756146975985e-21,6.7320581149994394e-15,6.794419163115923e-10,1.4372066550413404e-13,5.878269678910415e-15,2.018095541056493e-31,1.1916332832026548e-06,1.0644206634306624e-28,1.1892598604475854e-06,3.766314744967249e-20,3.5753278700954777e-19,3.196040388508106e-24,1.9475175179199025e-25,2.449613211445029e-11,6.418211762831872e-21,6.480928005773431e-05,1.9264328696470336e-06,3.228188866335777e-08,1.5798626732644525e-13,6.466108012469693e-12,2.509843488933402e-10,1.7450719548742614e-18,1.1502691752508373e-13,7.599036068320732e-13,7.75712060206078e-09,2.0296796344015945e-15,3.4401950734073417e-13,3.667975246149924e-12,6.882944082349764e-21,4.060490878505458e-19,2.4496435866717e-11,4.1877004509348374e-23,4.192140364327351e-25,9.32158966447792e-25,5.722809762089166e-19,1.844987966230764e-27,3.613287253455616e-24,1.1276863406701379e-21
1.4244520066830153e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223683877360726,0.11860033747491845,0.02282055140905259,1.6433932149294926e-21,7.904169812410972e-15,7.562300089663461e-10,1.6964141248350405e-13,6.903670417473483e-15,2.7113021594910684e-31,1.2572553662500519e-06,1.4559120773484533e-28,1.2546163448262392e-06,4.622166958958929e-20,4.429904741729896e-19,4.078562533411961e-24,2.427001322207376e-25,2.7266438063086256e-11,7.812096766335779e-21,6.836281841612577e-05,2.0324994435367354e-06,3.423371608184245e-08,1.7118005801464508e-13,6.838652998900202e-12,2.5215353004930054e-10,1.9196467543983526e-18,1.1556275687640386e-13,7.664113718923803e-13,8.217328908968809e-09,2.2697315185574716e-15,4.035779491882354e-13,3.875628132676902e-12,8.158574421927457e-21,4.820836584469838e-19,2.7265126985381555e-11,4.9667599287426347e-23,5.226733100085676e-25,1.1031331199156211e-24,7.080270194847107e-19,2.2457780696067017e-27,4.502643409271466e-24,1.3610229128382776e-21
1.5731479794536362e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522295195013191,0.11859310303114774,0.022820445338655154,2.5827255951951363e-21,1.0641044507734828e-14,9.221030888639827e-10,2.305888298902726e-13,9.298738148471931e-15,4.6905964739486015e-31,1.3884997593328526e-06,2.5984171896482972e-28,1.3852874304462576e-06,6.745800831029451e-20,6.58871516932787e-19,6.414712155899235e-24,3.6471844699129793e-25,3.325150880933444e-11,1.1418042054563294e-20,7.546508740143084e-05,2.2446266899983035e-06,3.8180024242192226e-08,1.99080016455e-13,7.583739065321244e-12,2.5449189160094956e-10,2.300699549064032e-18,1.1663443526532686e-13,7.800283778367684e-13,9.144141531311398e-09,2.7920279877022305e-15,5.423758096121315e-13,4.290924578132482e-12,1.1513677143151397e-20,6.618733359084393e-19,3.3246177889525246e-11,6.815481677981195e-23,7.861724855330147e-25,1.5472021327557627e-24,1.0499691965469264e-18,3.28272946099058e-27,6.763331306346343e-24,1.924058105246229e-21
1.7218439522242572e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45222220657697454,0.11858587498402307,0.02282033927159013,3.886599999247244e-21,1.3946032344540877e-14,1.1043617385772146e-09,3.048129034583675e-13,1.2192043229517007e-14,7.73224187203291e-31,1.5197444532365895e-06,4.395261226931539e-28,1.5159027051465233e-06,9.50054424716086e-20,9.454179002624575e-19,9.697710584899581e-24,5.280795751223692e-25,3.982898531639441e-11,1.6368811626695864e-20,8.256095089811656e-05,2.456746072026368e-06,4.218318396597983e-08,2.290305362463725e-13,8.32881992585894e-12,2.5683025203527956e-10,2.726655696445435e-18,1.177061131928858e-13,7.944689432941098e-13,1.0079480785133683e-08,3.3712158791280243e-15,7.095506235032059e-13,4.706208595506982e-12,1.6235284933125507e-20,8.821986109977774e-19,3.98184929905395e-11,9.093831113338846e-23,1.1393233005096084e-24,2.174130788400676e-24,1.5021654174493506e-18,4.70660141990663e-27,9.784704857515388e-24,2.6301367204451588e-21
1.870539924994878e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45221489999481196,0.11857865332776736,0.022820233207854704,5.642468219622618e-21,1.787260465922614e-14,1.30299365718773e-09,3.936917766827496e-13,1.5630638290694345e-14,1.2241470349521471e-30,1.6509894457678801e-06,7.108820468453126e-28,1.6464622088160935e-06,1.2988992056780848e-19,1.3165814910208504e-18,1.418371606769797e-23,7.413334906670593e-25,4.699862056802208e-11,2.300934216468565e-20,8.965041468561539e-05,2.668857594388452e-06,4.6243171788851363e-08,2.610724675288215e-13,9.073895564487126e-12,2.591686114141162e-10,3.200353098991163e-18,1.1877779069296872e-13,8.097592243455469e-13,1.1023344998729424e-08,4.008056605271843e-15,9.076446200457618e-13,5.121480195229133e-12,2.2734191123032377e-20,1.1473985708595162e-18,4.698171968364741e-11,1.185416571293688e-22,1.6008087430653857e-24,3.0552239254725997e-24,2.085736347142318e-18,6.61668924521696e-27,1.372085134293581e-23,3.4970169947558694e-21
2.019235897765499e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220759974907476,0.11857143805660879,0.022820127147446048,7.94809929070909e-21,2.247420740019333e-14,1.517986597132997e-09,4.986214544119196e-13,1.9661568918393573e-14,1.8727519409992483e-30,1.7822347347359506e-06,1.1069900961970046e-27,1.7769659813133016e-06,1.7318226150215696e-19,1.787568944958977e-18,2.0170078650167884e-23,1.0138778176281815e-24,5.4760167809684753e-11,3.173215671423654e-20,9.673348453812003e-05,2.8809612618283067e-06,5.035996422040319e-08,2.9524663734631314e-13,9.818965962966512e-12,2.6150696973781477e-10,3.724628522555316e-18,1.1984946777152966e-13,8.259256570967659e-13,1.1975732482568874e-08,4.703311607003022e-15,1.1391767290937348e-12,5.5367393877252045e-12,3.148976621834051e-20,1.4618685418506344e-18,5.4735505622011354e-11,1.5150888602518084e-22,2.1912006198707894e-24,4.2820310509379155e-24,2.823532369271449e-18,9.125991392766996e-27,1.8740049925143162e-23,4.542774915200038e-21
2.16793187053612e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45220030583401216,0.11856422916478075,0.02282002109036135,1.0911765576718361e-20,2.780426130466786e-14,1.7493283642611807e-09,6.210157965436988e-13,2.4331873680878e-14,2.7819891373003592e-30,1.913480317952623e-06,1.668754040152734e-27,1.9074140624657814e-06,2.2599335046827594e-19,2.374840963848929e-18,2.799826727381792e-23,1.3559687229393238e-24,6.311338054837549e-11,4.297896453052883e-20,0.00010381016622458844,3.093057079065929e-06,5.453353774362892e-08,3.315938496204992e-13,1.0564031110079972e-11,2.638453269449238e-10,4.302317613458931e-18,1.2092114440644085e-13,8.429949573605724e-13,1.293664152930536e-08,5.457742351320793e-15,1.4066427887502418e-12,5.9519861834151675e-12,4.3053209039658275e-20,1.8300600658006398e-18,6.30794987164992e-11,1.9040475589000495e-22,2.9329887493928192e-24,5.9696020622196585e-24,3.740105596053274e-18,1.2361669763391168e-26,2.5024762145748058e-23,5.785799725546239e-21
2.316627843306741e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521930182438784,0.11855702664652189,0.02281991503659779,1.4652420565203882e-20,3.3916162072495e-14,1.997006817885879e-09,7.623065118401431e-13,2.968858415260852e-14,4.028533422122422e-30,2.044726193232312e-06,2.445884923979551e-27,2.037806492070487e-06,2.894700495739073e-19,3.096111575759751e-18,3.8056679221851573e-23,1.778731475380347e-24,7.205801255243323e-11,5.724202489196868e-20,0.00011088046550874834,3.3051450507975663e-06,5.8763868814136094e-08,3.7015488510342117e-13,1.130909099656074e-11,2.661836829949642e-10,4.936254915440458e-18,1.219928205854558e-13,8.609941205610917e-13,1.3906070413699004e-08,6.272110328345682e-15,1.712515744850748e-12,6.367220592703086e-12,5.805031761456894e-20,2.2564808766380032e-18,7.201334713545785e-11,2.3581502158984983e-22,3.850610320320138e-24,8.259802769506632e-24,4.8616831980954425e-18,1.646544179829163e-26,3.277162267025487e-23,7.244792344492139e-21
2.614019788847983e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521784620154412,0.11854264070769228,0.022819702939022878,2.4994942335019717e-20,4.86989628359586e-14,2.541325489534646e-09,1.1073931049073071e-12,4.2649313689738536e-14,7.919655373608023e-30,2.307218811251377e-06,4.89505843511812e-27,2.2984245556711255e-06,4.531676643155713e-19,5.0177671626639926e-18,6.666846302422429e-23,2.915180178743032e-24,9.172055073569228e-11,9.704535398645269e-20,0.0001250019398989309,3.729297476409229e-06,6.739470927954143e-08,4.540814326548118e-13,1.279919494126902e-11,2.7086039151829484e-10,6.384206915680603e-18,1.241361715540272e-13,8.998914134294161e-13,1.5870480705116845e-08,8.083704041510231e-15,2.4492608085690003e-12,7.1976522936234555e-12,1.0123526511221152e-19,3.302322116859859e-18,9.164920390625979e-11,3.4862836164984783e-22,6.3210148978489896e-24,1.536985860512548e-23,7.83298483410685e-18,2.791882881616076e-26,5.350913911157914e-23,1.0887037315816856e-20
2.9114117343892247e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45216393101790386,0.11852828019413339,0.02281949085469886,4.014763856022235e-20,6.72492812636506e-14,3.150846558051341e-09,1.5456916424488744e-12,5.891987114633718e-14,1.4505021991485918e-29,2.5697125713602733e-06,9.067171245354952e-27,2.558820489878114e-06,6.740394228841119e-19,7.719287207677493e-18,1.101562751508954e-22,4.530008182635038e-24,1.1374581772626054e-10,1.561346955612771e-19,0.00013909795371406817,4.153418575758836e-06,7.625229669405722e-08,5.473520612704753e-13,1.4289277694458143e-11,2.755370952050748e-10,8.091139472285746e-18,1.2627952068622831e-13,9.428390782431085e-13,1.7868949197474296e-08,1.0144185031929643e-14,3.3687451058682424e-12,8.028034573453317e-12,1.6763133158183454e-19,4.636577073579125e-18,1.136402664221913e-10,4.950651253758989e-22,9.837972661461842e-24,2.7416071655125465e-23,1.1979770006538072e-17,4.492349488283748e-26,8.28087879535273e-23,1.5625311585767275e-20
3.2088036799304666e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521494252054918,0.11851394505994191,0.02281927878360334,6.146475645546322e-20,8.99933998317677e-14,3.825474828574486e-09,2.0892977075663316e-12,7.887625973497666e-14,2.5089298130034964e-29,2.8322074561673776e-06,1.5782563973632947e-26,2.81899461196489e-06,9.62224105259796e-19,1.1387430318512343e-17,1.7359853553182183e-22,6.744582709515416e-24,1.3813185306089675e-10,2.403787171561031e-19,0.0001531685528761843,4.577508385562769e-06,8.533644166412042e-08,6.502921790804e-13,1.5779339157238474e-11,2.802137937836931e-10,1.0079690994625543e-17,1.2842286791832246e-13,9.900631085509704e-13,1.990146144604001e-08,1.2459645787528737e-14,4.489948100282094e-12,8.858367514984149e-12,2.651555774302598e-19,6.2973280951404275e-18,1.3798372927616655e-10,6.805947156090678e-22,1.4670072237197094e-23,4.686132840722125e-23,1.7569525031302334e-17,6.916900433810055e-26,1.2275293461331853e-22,2.162035272271961e-20
3.5061956254717084e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521349445325154,0.11849963525929776,0.02281906672571396,9.048847902014286e-20,1.1735721785492563e-13,4.565115967380988e-09,2.7505918482654715e-12,1.0289437297530206e-13,4.139560125047002e-29,3.0947034483221715e-06,2.6104140916038125e-26,3.0789472387161265e-06,1.328162943185386e-18,1.62289392452026e-17,2.630874135841642e-22,9.695191680331788e-24,1.648767004405321e-10,3.5654646089890415e-19,0.00016721378322407906,5.001566942158649e-06,9.464695430755803e-08,7.632268197697663e-13,1.7269379239722317e-11,2.8489048699525164e-10,1.2372483910504716e-17,1.3056621319735814e-13,1.0417939385726438e-12,2.196800272072725e-08,1.5036178913729908e-14,5.8315016562505435e-12,9.688651200806722e-12,4.0310459411369345e-19,8.323554283232461e-18,1.6467679115900395e-10,9.110483141767e-22,2.1119868834303842e-23,7.69502101913634e-23,2.4894103736224578e-17,1.0260409872230158e-25,1.7564982612527712e-22,2.903782961809216e-20
3.8035875710129503e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521204889533696,0.11848535074646391,0.022818854681008405,1.289545904394913e-19,1.497662575594388e-13,5.3696765039364315e-09,3.5422393638325873e-12,1.313499953815619e-13,6.564485634224293e-29,3.3572005305151017e-06,4.137295462528953e-26,3.3386786864284114e-06,1.782541938960508e-18,2.2470517941379113e-17,3.8581375042448397e-22,1.3533381387826954e-23,1.9397840772447125e-10,5.12326885460302e-19,0.00018123369051347958,5.4255942815057194e-06,1.041836442363217e-07,8.864806411743751e-13,1.8759397846378857e-11,2.895671746723772e-10,1.4992125229202877e-17,1.3270955651755273e-13,1.0982664323702318e-12,2.406855800622843e-08,1.7879877047661148e-14,7.41169606866936e-12,1.0518885713306413e-11,5.921940827210363e-19,1.0755130695655505e-17,1.9371665485219416e-10,1.1926274572818603e-21,2.952481859559935e-23,1.2183574039427072e-22,3.426896493596311e-17,1.4744228890890221e-25,2.440332964199933e-22,3.8048341924038665e-20
4.100979516554192e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45210605842253365,0.11847109147578612,0.02281864264946439,1.7879815818588794e-19,1.8764567029742275e-13,6.239063833021597e-09,4.4771900868313665e-12,1.6461880312955156e-13,1.0064156602370223e-28,3.619698685477432e-06,6.324437917377627e-26,3.5981892709109276e-06,2.3362444691127473e-18,3.035880861339052e-17,5.501509840764796e-22,1.842629463557602e-23,2.2543502692457357e-10,7.163450205532333e-19,0.0001952283204171928,5.849590439185257e-06,1.1394632053984072e-07,1.0203779239167403e-12,2.024939487780214e-11,2.942438566136581e-10,1.7961207110174925e-17,1.348528978629726e-13,1.1597198723646946e-12,2.6203112002357712e-08,2.0996832774806172e-14,9.248486014266113e-12,1.134907113467823e-11,8.445915364535427e-19,1.3632827536191404e-17,2.251005272206617e-10,1.53191259412983e-21,4.0258212085771186e-23,1.867092896767355e-22,4.6032430410094247e-17,2.0616647236280053e-25,3.3066247178828257e-22,4.8827417868475207e-20
4.398371462095434e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45209165289457104,0.11845685740169297,0.02281843063105969,2.4215921708926505e-19,2.31420242888162e-13,7.173186216929673e-09,5.5686781611873555e-12,2.030763647017036e-13,1.4986582712626793e-28,3.882197895981091e-06,9.372465529819897e-26,3.857479307486121e-06,3.000312726871792e-18,4.016036881187147e-17,7.657379039756042e-22,2.455700853716685e-23,2.5924461419942726e-10,9.781752120639971e-19,0.0002091977185252572,6.273555450400966e-06,1.2393479176805362e-07,1.165242569901231e-12,2.1739370238846478e-11,2.9892053258293104e-10,2.1302307436235735e-17,1.3699623720746346e-13,1.2263979479840685e-12,2.8371649124273406e-08,2.4393138542985347e-14,1.1359496410818846e-11,1.2179207546924581e-11,1.1739429919130438e-18,1.699830933325055e-17,2.588256192055369e-10,1.9358716272656465e-21,5.373010696900555e-23,2.779328982156897e-22,6.054496483214346e-17,2.8153270885357937e-25,4.385214771115674e-22,6.155551172129653e-20
4.695763407636676e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520772723241297,0.11844264847869555,0.022818218625772133,3.2138844294088724e-19,2.815144040792007e-13,8.171952787731299e-09,6.830221816612426e-12,2.470981415089163e-13,2.175715996969596e-28,4.144698144838525e-06,1.3520768504303268e-25,4.116549110990362e-06,3.785917248832398e-18,5.2161648609175705e-17,1.043560083331289e-21,3.212487134182279e-23,2.954052298485275e-10,1.3083517070023779e-18,0.00022314193034509455,6.69748934997939e-06,1.3414886591433846e-07,1.3213981008015137e-12,2.322932383608687e-11,3.0359720237037916e-10,2.50379903912727e-17,1.3913957454292627e-13,1.2985487443964964e-12,3.057415350264255e-08,2.807488657733367e-14,1.3762028171461786e-11,1.300929503184937e-11,1.5953943521344548e-18,2.0894134107584486e-17,2.948891458169515e-10,2.4118684325898005e-21,7.03882597931688e-23,4.0317354124694744e-22,7.818847920151733e-17,3.7657323000198535e-25,5.708191432350269e-22,7.641800290899593e-20
5.29054729871916e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520485858748214,0.11841430590444439,0.02281779465445987,5.379412926840545e-19,4.023574568535756e-13,1.0363059381419261e-08,9.918967828338382e-12,3.5333565463476376e-13,4.299624879371318e-28,4.669701689066247e-06,2.6291877176405197e-25,4.634029275704987e-06,5.7669331906299085e-18,8.400849364133163e-17,1.837063666070679e-21,5.245280605910671e-23,3.7477180813703994e-10,2.2207248119379196e-18,0.0002509549767375946,7.5452639516471965e-06,1.5525305205160172e-07,1.668873993534579e-12,2.6209165357516768e-11,3.1295052256111277e-10,3.378329594447146e-17,1.4342624318611673e-13,1.4602827489328749e-12,3.508099913047442e-08,3.6319076725801636e-14,1.9509272988612737e-11,1.466932354597789e-11,2.7827693579368297e-18,3.045150702818186e-17,3.7402038326188666e-10,3.61146173293886e-21,1.1524844363995136e-22,7.937179648052731e-22,1.24499356560334e-16,6.391995455287541e-25,9.226875646740205e-22,1.1331231862541543e-19
5.825852800693395e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520228529719106,0.11838888314970653,0.02281741312491772,8.152031024685697e-19,5.36979970967662e-13,1.2555244739988504e-08,1.3421852493048901e-11,4.717434899382049e-13,7.466776399614651e-28,5.1422082584401e-06,4.487530945168624e-25,5.099011375354804e-06,8.079441107751046e-18,1.2347384655135158e-16,2.904656097572271e-21,7.800787088657479e-23,4.5422287113773846e-10,3.4012046841502034e-18,0.0002759010362293644,8.308155033020929e-06,1.750164433576669e-07,2.0234548518138134e-12,2.889094733960077e-11,3.2136848751245686e-10,4.3229647659475064e-17,1.472842381568227e-13,1.627138434437069e-12,3.9253163195374075e-08,4.47761700633497e-14,2.5845923193317976e-11,1.616318269392653e-11,4.349575960579484e-18,4.131212132720791e-17,4.532080874233414e-10,5.0197468842009245e-21,1.718162618877546e-22,1.3700072253016817e-21,1.8113415958778587e-16,9.789984725356212e-25,1.3597307830614027e-21,1.5577738157559164e-19
6.36115830266763e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519972002298817,0.11836354118083377,0.022817031637531963,1.1906621872199527e-18,6.986630120884795e-13,1.495550409344903e-08,1.7698912382461312e-11,6.140137259139904e-13,1.23651901373063e-27,5.614717926616072e-06,7.291117926121733e-25,5.563284794041907e-06,1.0963222078400285e-17,1.7542796221093594e-16,4.414664761690527e-21,1.1209872421744543e-22,5.412612884950938e-10,5.011575941916615e-18,0.0003007661961185865,9.07094583711739e-06,1.955077748256354e-07,2.4196320376444656e-12,3.1572657333779755e-11,3.2978642915665393e-10,5.430480127599937e-17,1.5114222678721133e-13,1.8157836212436725e-12,4.3535121394389275e-08,5.425282350052468e-14,3.338194562184127e-11,1.7656884580683376e-11,6.520385583611585e-18,5.4593656356930044e-17,5.399291928301755e-10,6.794952612863038e-21,2.474924376747754e-22,2.249867924854872e-21,2.547639516240367e-16,1.4425330266945521e-24,1.9360985782249094e-21,2.082659196894402e-19
6.896463804641865e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45197162738726476,0.11833827973550078,0.022816650192174742,1.6863910360380796e-18,8.898697987918518e-13,1.7563339272330998e-08,2.283922675006778e-11,7.82332256348947e-13,1.967489273582708e-27,6.087230594802452e-06,1.136878130640205e-24,6.026851350400709e-06,1.4485794237194143e-17,2.4225771269203323e-16,6.490191616343275e-21,1.5652048277810675e-22,6.358758968354974e-10,7.148802495043081e-18,0.00032555071883709675,9.833636553462094e-06,2.167259043492486e-07,2.859278363632431e-12,3.425429479268659e-11,3.382043462396831e-10,6.71399336647192e-17,1.550002092683762e-13,2.027822519366326e-12,4.792677092299778e-08,6.478454767710343e-14,4.220724788043387e-11,1.9150429676311278e-11,9.439399687738998e-18,7.057650384932419e-17,6.341676036060295e-10,8.995458750516263e-21,3.4637387396454753e-22,3.543329628543348e-21,3.483073376958706e-16,2.057703774849055e-24,2.6785916202998752e-21,2.7203699308673317e-19
7.4317693066161e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45194613418346236,0.11831309855223707,0.02281626878871865,2.3271252982424856e-18,1.1130603497785901e-12,2.037826144078075e-08,2.8934837719500536e-11,9.78883893652078e-13,3.0256885698717213e-27,6.559746164621407e-06,1.7119831826322355e-24,6.489712858013137e-06,1.8715001738966513e-17,3.265569928004008e-16,9.27461308291371e-21,2.1326574795189027e-22,7.380555757887921e-10,9.920305083524696e-18,0.0003502548659614321,1.0596227367654814e-05,2.386696826549873e-07,3.3442625133096074e-12,3.6935859170254745e-11,3.466222375828774e-10,8.186612562586062e-17,1.588581859111456e-13,2.2649045188217096e-12,5.2428006009800436e-08,7.6406844131662e-14,5.2408763481424474e-11,2.0643818448836546e-11,1.3267319664296904e-17,8.955036465418405e-17,7.359072660195405e-10,1.1684474833972944e-20,4.730272234754779e-22,5.385180053204499e-21,4.64859534503345e-16,2.8554165961553508e-24,3.616346410095284e-21,3.484012457020436e-19
7.967074808590335e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519207203587465,0.11828799737042414,0.0228158874270367,3.1403706567740374e-18,1.3706916269971547e-12,2.3399791149701937e-08,3.608074536479426e-11,1.205852377403146e-12,4.518194208781885e-27,7.032264538106306e-06,2.5021155883953193e-24,6.9518711254198874e-06,2.3718926026296525e-17,4.3112629821328674e-16,1.293295784198936e-20,2.845308774624214e-22,8.477892478773181e-10,1.344400086687347e-17,0.0003748788982156446,1.135871846137784e-05,2.613379529939844e-07,3.876449004491627e-12,3.961734992524832e-11,3.550401019504026e-10,9.861437359308247e-17,1.6271615709102063e-13,2.5287239481663595e-12,5.703871792159881e-08,8.91552037026408e-14,6.407054560196494e-11,2.2137051364267085e-11,1.8181422812308886e-17,1.1181423106724022e-16,8.451321683505559e-10,1.4930197633697848e-20,6.325063240718969e-22,7.937617246861055e-21,6.076824370443483e-16,3.869593298554312e-24,4.78082989437123e-21,4.387208678359919e-19
8.502380310564569e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518953856542563,0.11826297593029282,0.02281550610700236,4.156509612636554e-18,1.6652176829556126e-12,2.6627458391704852e-08,4.43749026575043e-11,1.465420382352629e-12,6.576141682093507e-27,7.5047856176990634e-06,3.563430754073167e-24,7.413327956131391e-06,2.9565826160188215e-17,5.589723055175515e-16,1.7653258747536286e-20,3.7272223752010534e-22,9.65065878404719e-10,1.784833342758171e-17,0.000399423075474105,1.2121110012404354e-05,2.8472955083568386e-07,4.457698150700378e-12,4.229876651772404e-11,3.6345793807771154e-10,1.1751560148569698e-16,1.6657412326710468e-13,2.8210198272441494e-12,6.175879496845272e-08,1.0306510493221971e-13,7.727385805673503e-11,2.3630128886595642e-11,2.4375618781807995e-17,1.376763687673639e-16,9.618263407568089e-10,1.8805967751906268e-20,8.303695910331462e-22,1.1392905702404489e-20,7.801952400276449e-16,5.137179473574387e-24,6.205834111082386e-21,5.444095538434746e-19
9.037685812538804e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4518701298119956,0.11823803397292032,0.02281512482848953,5.4089081799136005e-18,1.9990898120981623e-12,3.006080265773236e-08,5.391821028370647e-11,1.759769525915195e-12,9.358001330333224e-27,7.977309306247483e-06,4.961261114960569e-24,7.874085148638577e-06,3.6324101974391506e-17,7.133074540736196e-16,2.3647881091437788e-20,4.804624360829471e-22,1.0898744753444825e-09,2.3272295243395883e-17,0.00042388765676429796,1.2883402194606922e-05,3.0884330356342654e-07,5.089866021251237e-12,4.498010840803011e-11,3.718757447849208e-10,1.3870067271617172e-16,1.704320850400649e-13,3.143575616177403e-12,6.658812250878799e-08,1.181720124633244e-13,9.2097263634109e-11,2.5123051477792278e-11,3.206049066747119e-17,1.6745429836374356e-16,1.0859738551410312e-09,2.3390425575807668e-20,1.072697381042042e-21,1.5976034940098962e-20,9.859655718438546e-16,6.698150168093256e-24,7.927470861029378e-21,6.669324560125269e-19
